"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Sair H.I.; Hannawi Y.; Li S.; Kornbluth J.; Demertzi A.; Di Perri C.; Chabanne R.; Jean B.; Benali H.; Perlbarg V.; Pekar J.; Luyt C.-E.; Galanaud D.; Velly L.; Puybasset L.; Laureys S.; Caffo B.; Stevens R.D.","Sair, Haris I. (14519858700); Hannawi, Yousef (55566291800); Li, Shanshan (57217797574); Kornbluth, Joshua (37665321500); Demertzi, Athena (24467199800); Di Perri, Carol (23492220700); Chabanne, Russell (40760937500); Jean, Betty (8688629200); Benali, Habib (57189985564); Perlbarg, Vincent (8390339900); Pekar, James (7003771238); Luyt, Charles-Edouard (6602645715); Galanaud, Damien (6602600415); Velly, Lionel (6507630069); Puybasset, Louis (7004266282); Laureys, Steven (7004546122); Caffo, Brian (35069047000); Stevens, Robert D. (35269994900)","14519858700; 55566291800; 57217797574; 37665321500; 24467199800; 23492220700; 40760937500; 8688629200; 57189985564; 8390339900; 7003771238; 6602645715; 6602600415; 6507630069; 7004266282; 7004546122; 35069047000; 35269994900","Early functional connectome integrity and 1-year recovery in comatose survivors of cardiac arrest","2018","Radiology","287","1","","247","255","8","56","10.1148/radiol.2017162161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044276899&doi=10.1148%2fradiol.2017162161&partnerID=40&md5=e0f0ff6577370616720b84f6e88975dd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85044276899"
"Choe A.S.; Nebel M.B.; Barber A.D.; Cohen J.R.; Xu Y.; Pekar J.J.; Caffo B.; Lindquist M.A.","Choe, Ann S. (36908446600); Nebel, Mary Beth (34873055300); Barber, Anita D. (8582425200); Cohen, Jessica R. (57213162244); Xu, Yuting (57198771447); Pekar, James J. (7003771238); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","36908446600; 34873055300; 8582425200; 57213162244; 57198771447; 7003771238; 35069047000; 7007030971","Comparing test-retest reliability of dynamic functional connectivity methods","2017","NeuroImage","158","","","155","175","20","139","10.1016/j.neuroimage.2017.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022175614&doi=10.1016%2fj.neuroimage.2017.07.005&partnerID=40&md5=2e1e25828a0cec97690635425326599d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85022175614"
"Berardi G.; Frey-Law L.; Sluka K.A.; Bayman E.O.; Coffey C.S.; Ecklund D.; Vance C.G.T.; Dailey D.L.; Burns J.; Buvanendran A.; McCarthy R.J.; Jacobs J.; Zhou X.J.; Wixson R.; Balach T.; Brummett C.M.; Clauw D.; Colquhoun D.; Harte S.E.; Harris R.E.; Williams D.A.; Chang A.C.; Waljee J.; Fisch K.M.; Jepsen K.; Laurent L.C.; Olivier M.; Langefeld C.D.; Howard T.D.; Fiehn O.; Jacobs J.M.; Dakup P.; Qian W.-J.; Swensen A.C.; Lokshin A.; Lindquist M.; Caffo B.S.; Crainiceanu C.; Zeger S.; Kahn A.; Wager T.; Taub M.; Ford J.; Sutherland S.P.; Wandner L.D.","Berardi, Giovanni (57222068877); Frey-Law, Laura (6505807552); Sluka, Kathleen A. (7005255439); Bayman, Emine O. (16315278200); Coffey, Christopher S. (7102070962); Ecklund, Dixie (21634296700); Vance, Carol G. T. (10045536700); Dailey, Dana L. (55899250200); Burns, John (7403681202); Buvanendran, Asokumar (6602953346); McCarthy, Robert J. (7202095413); Jacobs, Joshua (57203438711); Zhou, Xiaohong Joe (57557072100); Wixson, Richard (7004197951); Balach, Tessa (54789452100); Brummett, Chad M. (13805119000); Clauw, Daniel (55547137290); Colquhoun, Douglas (49963151900); Harte, Steven E. (8752003800); Harris, Richard E. (26221232000); Williams, David A. (57212246350); Chang, Andrew C. (55264333600); Waljee, Jennifer (14122647700); Fisch, Kathleen M. (26024227800); Jepsen, Kristen (7004821942); Laurent, Louise C. (57206331082); Olivier, Michael (7101741130); Langefeld, Carl D. (7004078855); Howard, Timothy D. (7202242315); Fiehn, Oliver (7003325967); Jacobs, Jon M. (7403557009); Dakup, Panshak (57192556380); Qian, Wei-Jun (7201831374); Swensen, Adam C. (57202670789); Lokshin, Anna (26643612000); Lindquist, Martin (7007030971); Caffo, Brian S. (35069047000); Crainiceanu, Ciprian (6603085071); Zeger, Scott (7006338489); Kahn, Ari (57191828493); Wager, Tor (6603627020); Taub, Margaret (36835617000); Ford, James (58333925100); Sutherland, Stephani P. (35615122200); Wandner, Laura D. (54881737400)","57222068877; 6505807552; 7005255439; 16315278200; 7102070962; 21634296700; 10045536700; 55899250200; 7403681202; 6602953346; 7202095413; 57203438711; 57557072100; 7004197951; 54789452100; 13805119000; 55547137290; 49963151900; 8752003800; 26221232000; 57212246350; 55264333600; 14122647700; 26024227800; 7004821942; 57206331082; 7101741130; 7004078855; 7202242315; 7003325967; 7403557009; 57192556380; 7201831374; 57202670789; 26643612000; 7007030971; 35069047000; 6603085071; 7006338489; 57191828493; 6603627020; 36835617000; 58333925100; 35615122200; 54881737400","Multi-Site Observational Study to Assess Biomarkers for Susceptibility or Resilience to Chronic Pain: The Acute to Chronic Pain Signatures (A2CPS) Study Protocol","2022","Frontiers in Medicine","9","","849214","","","","6","10.3389/fmed.2022.849214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131542034&doi=10.3389%2ffmed.2022.849214&partnerID=40&md5=14d37cc5dd193299f217335167571132","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131542034"
"Sheppard S.M.; Meier E.L.; Kim K.T.; Breining B.L.; Keator L.M.; Tang B.; Caffo B.S.; Hillis A.E.","Sheppard, Shannon M. (56706949500); Meier, Erin L. (56711675900); Kim, Kevin T. (57202026091); Breining, Bonnie L. (56401203400); Keator, Lynsey M. (57207941181); Tang, Bohao (57221339990); Caffo, Brian S. (35069047000); Hillis, Argye E. (7004956247)","56706949500; 56711675900; 57202026091; 56401203400; 57207941181; 57221339990; 35069047000; 7004956247","Neural correlates of syntactic comprehension: A longitudinal study","2022","Brain and Language","225","","105068","","","","2","10.1016/j.bandl.2021.105068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121980423&doi=10.1016%2fj.bandl.2021.105068&partnerID=40&md5=7ea7754e4e5bb9f23c5e2bc88029958c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85121980423"
"Zhao Y.; Caffo B.; Luo X.","Zhao, Yi (57202332071); Caffo, Brian (35069047000); Luo, Xi (56639732500)","57202332071; 35069047000; 56639732500","Principal regression for high dimensional covariance matrices","2021","Electronic Journal of Statistics","15","2","","4192","4235","43","2","10.1214/21-EJS1887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115150983&doi=10.1214%2f21-EJS1887&partnerID=40&md5=0779cfc56401a210ef6288637c5ff748","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85115150983"
"Choe A.S.; Tang B.; Smith K.R.; Honari H.; Lindquist M.A.; Caffo B.S.; Pekar J.J.","Choe, Ann S. (36908446600); Tang, Bohao (57221339990); Smith, Kimberly R. (56302263200); Honari, Hamed (57194219729); Lindquist, Martin A. (7007030971); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238)","36908446600; 57221339990; 56302263200; 57194219729; 7007030971; 35069047000; 7003771238","Phase-locking of resting-state brain networks with the gastric basal electrical rhythm","2021","PLoS ONE","16","1 January","e0244756","","","","15","10.1371/journal.pone.0244756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099415509&doi=10.1371%2fjournal.pone.0244756&partnerID=40&md5=d169c54c794d4616b92ba3b21205da37","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099415509"
"Bridgeford E.W.; Wang S.; Wang Z.; Xu T.; Craddock C.; Dey J.; Kiar G.; Gray-Roncal W.; Colantuoni C.; Douville C.; Noble S.; Priebe C.E.; Caffo B.; Milham M.; Zuo X.-N.; Vogelstein J.T.","Bridgeford, Eric W. (57148119100); Wang, Shangsi (57219542780); Wang, Zeyi (57202333724); Xu, Ting (35996035600); Craddock, Cameron (57218316249); Dey, Jayanta (57219644729); Kiar, Gregory (55682725800); Gray-Roncal, William (55984245100); Colantuoni, Carlo (6603123480); Douville, Christopher (55616776300); Noble, Stephanie (57192168434); Priebe, Carey E. (7006049217); Caffo, Brian (35069047000); Milham, Michael (6701672014); Zuo, Xi-Nian (35091653400); Vogelstein, Joshua T. (15761214600)","57148119100; 57219542780; 57202333724; 35996035600; 57218316249; 57219644729; 55682725800; 55984245100; 6603123480; 55616776300; 57192168434; 7006049217; 35069047000; 6701672014; 35091653400; 15761214600","Eliminating accidental deviations to minimize generalization error and maximize replicability: Applications in connectomics and genomics","2021","PLoS Computational Biology","17","9","e1009279","","","","21","10.1371/journal.pcbi.1009279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115234007&doi=10.1371%2fjournal.pcbi.1009279&partnerID=40&md5=0b803fe9fed85ce7fafe7c9dd45231f3","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85115234007"
"Faria A.V.; Zhao Y.; Ye C.; Hsu J.; Yang K.; Cifuentes E.; Wang L.; Mori S.; Miller M.; Caffo B.; Sawa A.","Faria, Andreia V. (35478593200); Zhao, Yi (57202332071); Ye, Chenfei (56369884700); Hsu, Johnny (56937616300); Yang, Kun (56076756300); Cifuentes, Elizabeth (57521166600); Wang, Lei (35189933100); Mori, Susumu (35418783800); Miller, Michael (35425199300); Caffo, Brian (35069047000); Sawa, Akira (7005376260)","35478593200; 57202332071; 56369884700; 56937616300; 56076756300; 57521166600; 35189933100; 35418783800; 35425199300; 35069047000; 7005376260","Multimodal MRI assessment for first episode psychosis: A major change in the thalamus and an efficient stratification of a subgroup","2021","Human Brain Mapping","42","4","","1034","1053","19","18","10.1002/hbm.25276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098260577&doi=10.1002%2fhbm.25276&partnerID=40&md5=e32a8211139cef2cfdeeb7c003af818f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85098260577"
"Ye C.; Albert M.; Brown T.; Bilgel M.; Hsu J.; Ma T.; Caffo B.; Miller M.I.; Mori S.; Oishi K.","Ye, Chenfei (56369884700); Albert, Marilyn (7403276705); Brown, Timothy (8979849800); Bilgel, M. (55749795500); Hsu, Johnny (56937616300); Ma, Ting (57194030386); Caffo, B. (35069047000); Miller, Michael I. (35425199300); Mori, Susumu (35418783800); Oishi, Kenichi (7202376096)","56369884700; 7403276705; 8979849800; 55749795500; 56937616300; 57194030386; 35069047000; 35425199300; 35418783800; 7202376096","Extended multimodal whole-brain anatomical covariance analysis: detection of disrupted correlation networks related to amyloid deposition","2019","Heliyon","5","7","e02074","","","","2","10.1016/j.heliyon.2019.e02074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069576482&doi=10.1016%2fj.heliyon.2019.e02074&partnerID=40&md5=2fed388dedc087a8c846df9f14276498","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85069576482"
"Duan R.; Caffo B.; Bai H.X.; Sair H.I.; Jones C.","Duan, Ruxiao (58749762900); Caffo, Brian (35069047000); Bai, Harrison X. (56417072300); Sair, Haris I. (14519858700); Jones, Craig (7408260049)","58749762900; 35069047000; 56417072300; 14519858700; 7408260049","Evidential Uncertainty Quantification: A Variance-Based Perspective","2024","Proceedings - 2024 IEEE Winter Conference on Applications of Computer Vision, WACV 2024","","","","2121","2130","9","5","10.1109/WACV57701.2024.00213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185869389&doi=10.1109%2fWACV57701.2024.00213&partnerID=40&md5=f0c43852aca0b7e4fc37f47bc372587f","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85185869389"
"Morales Pantoja I.E.; Smirnova L.; Muotri A.R.; Wahlin K.J.; Kahn J.; Boyd J.L.; Gracias D.H.; Harris T.D.; Cohen-Karni T.; Caffo B.S.; Szalay A.S.; Han F.; Zack D.J.; Etienne-Cummings R.; Akwaboah A.; Romero J.C.; Alam El Din D.-M.; Plotkin J.D.; Paulhamus B.L.; Johnson E.C.; Gilbert F.; Curley J.L.; Cappiello B.; Schwamborn J.C.; Hill E.J.; Roach P.; Tornero D.; Krall C.; Parri R.; Sillé F.; Levchenko A.; Jabbour R.E.; Kagan B.J.; Berlinicke C.A.; Huang Q.; Maertens A.; Herrmann K.; Tsaioun K.; Dastgheyb R.; Habela C.W.; Vogelstein J.T.; Hartung T.","Morales Pantoja, Itzy E. (57191961904); Smirnova, Lena (55694387200); Muotri, Alysson R. (6602868152); Wahlin, Karl J. (6603020672); Kahn, Jeffrey (7402544167); Boyd, J. Lomax (57549879500); Gracias, David H. (6701384299); Harris, Timothy D. (57194544651); Cohen-Karni, Tzahi (25635456900); Caffo, Brain S. (35069047000); Szalay, Alexander S. (7102152943); Han, Fang (55377043500); Zack, Donald J. (35375821300); Etienne-Cummings, Ralph (7003327574); Akwaboah, Akwasi (57219014285); Romero, July Carolina (57201298431); Alam El Din, Dowlette-Mary (58144203400); Plotkin, Jesse D. (57190427087); Paulhamus, Barton L. (36022649200); Johnson, Erik C. (57201989854); Gilbert, Frederic (53363478500); Curley, J. Lowry (54398336200); Cappiello, Ben (57219946467); Schwamborn, Jens C. (59157655700); Hill, Eric J. (22950882700); Roach, Paul (7101866709); Tornero, Daniel (6506127151); Krall, Caroline (56398178700); Parri, Rheinallt (59158036300); Sillé, Fenna (57193007595); Levchenko, Andre (57203709620); Jabbour, Rabih E. (59428368400); Kagan, Brett J. (57204331866); Berlinicke, Cynthia A. (26535546900); Huang, Qi (57206683147); Maertens, Alexandra (16234331800); Herrmann, Kathrin (55643389300); Tsaioun, Katya (26657757400); Dastgheyb, Raha (8923727000); Habela, Christa Whelan (20433245300); Vogelstein, Joshua T. (15761214600); Hartung, Thomas (7005429459)","57191961904; 55694387200; 6602868152; 6603020672; 7402544167; 57549879500; 6701384299; 57194544651; 25635456900; 35069047000; 7102152943; 55377043500; 35375821300; 7003327574; 57219014285; 57201298431; 58144203400; 57190427087; 36022649200; 57201989854; 53363478500; 54398336200; 57219946467; 59157655700; 22950882700; 7101866709; 6506127151; 56398178700; 59158036300; 57193007595; 57203709620; 59428368400; 57204331866; 26535546900; 57206683147; 16234331800; 55643389300; 26657757400; 8923727000; 20433245300; 15761214600; 7005429459","First Organoid Intelligence (OI) workshop to form an OI community","2023","Frontiers in Artificial Intelligence","6","","1116870","","","","17","10.3389/frai.2023.1116870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150177741&doi=10.3389%2ffrai.2023.1116870&partnerID=40&md5=e87f39611dca802aa525b807c7d3be8e","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85150177741"
"Chen S.; Huang L.; Qiu H.; Nebel M.B.; Mostofsky S.H.; Pekar J.J.; Lindquist M.A.; Eloyan A.; Caffo B.S.","Chen, Shaojie (56427239900); Huang, Lei (56376561500); Qiu, Huitong (56710878400); Nebel, Mary Beth (34873055300); Mostofsky, Stewart H. (7003584880); Pekar, James J. (7003771238); Lindquist, Martin A. (7007030971); Eloyan, Ani (38661178300); Caffo, Brian S. (35069047000)","56427239900; 56376561500; 56710878400; 34873055300; 7003584880; 7003771238; 7007030971; 38661178300; 35069047000","Parallel group independent component analysis for massive fMRI data sets","2017","PLoS ONE","12","3","e0173496","","","","6","10.1371/journal.pone.0173496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014930973&doi=10.1371%2fjournal.pone.0173496&partnerID=40&md5=cad8c7538dcf10d0625e0ad720271a9c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85014930973"
"Wang Z.; Bridgeford E.; Wang S.; Vogelstein J.T.; Caffo B.","Wang, Zeyi (57202333724); Bridgeford, Eric (57148119100); Wang, Shangsi (57219542780); Vogelstein, Joshua T. (15761214600); Caffo, Brian (35069047000)","57202333724; 57148119100; 57219542780; 15761214600; 35069047000","Statistical Analysis of Data Repeatability Measures","2024","International Statistical Review","","","","","","","0","10.1111/insr.12591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200954934&doi=10.1111%2finsr.12591&partnerID=40&md5=a49441c1ba5c9002dfee2ac081d99b85","Article","Article in press","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85200954934"
"Levine M.A.; Chen H.; Wodka E.L.; Caffo B.S.; Ewen J.B.","Levine, Michael A. (59272878600); Chen, Huan (57219524107); Wodka, Ericka L. (14632846000); Caffo, Brian S. (35069047000); Ewen, Joshua B. (14007607000)","59272878600; 57219524107; 14632846000; 35069047000; 14007607000","Autism Symptom Presentation and Hierarchical Models of Intelligence","2024","Journal of Autism and Developmental Disorders","","","","","","","0","10.1007/s10803-024-06411-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195376928&doi=10.1007%2fs10803-024-06411-5&partnerID=40&md5=3a39f2544b48d7afa5cbbc990357ca4e","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85195376928"
"Zhao Y.; Wang B.; Mostofsky S.H.; Caffo B.S.; Luo X.","Zhao, Yi (57202332071); Wang, Bingkai (57208720329); Mostofsky, Stewart H. (7003584880); Caffo, Brian S. (35069047000); Luo, Xi (56639732500)","57202332071; 57208720329; 7003584880; 35069047000; 56639732500","Covariate Assisted Principal regression for covariance matrix outcomes","2021","Biostatistics","22","3","","629","645","16","13","10.1093/biostatistics/kxz057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112125839&doi=10.1093%2fbiostatistics%2fkxz057&partnerID=40&md5=885e0e28992c35002405f628273d8ce3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112125839"
"Smirnova L.; Caffo B.; Johnson E.C.","Smirnova, Lena (55694387200); Caffo, Brian (35069047000); Johnson, Erik C. (57201989854)","55694387200; 35069047000; 57201989854","Reservoir computing with brain organoids","2023","Nature Electronics","6","12","","943","944","1","2","10.1038/s41928-023-01096-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179319420&doi=10.1038%2fs41928-023-01096-7&partnerID=40&md5=3f16059b2a67f48b3cc025fa55e6de3e","Article","Final","","Scopus","2-s2.0-85179319420"
"Gherman A.; Muschelli J.; Caffo B.; Crainiceanu C.","Gherman, Adrian (14421246100); Muschelli, John (40462056100); Caffo, Brian (35069047000); Crainiceanu, Ciprian (6603085071)","14421246100; 40462056100; 35069047000; 6603085071","Rxnat: An Open-Source R Package for XNAT-Based Repositories","2020","Frontiers in Neuroinformatics","14","","572068","","","","1","10.3389/fninf.2020.572068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096569004&doi=10.3389%2ffninf.2020.572068&partnerID=40&md5=098ed4108ef81aa0191a6c46bf1632f0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096569004"
"Zhao Y.; Li L.; Caffo B.S.","Zhao, Yi (57202332071); Li, Lexin (55540800600); Caffo, Brian S. (35069047000)","57202332071; 55540800600; 35069047000","Multimodal neuroimaging data integration and pathway analysis","2021","Biometrics","77","3","","879","889","10","13","10.1111/biom.13351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089689254&doi=10.1111%2fbiom.13351&partnerID=40&md5=3906e8d95af2e9e6b05f7e652573f521","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089689254"
"Gill R.E.; Tang B.; Smegal L.; Adamek J.H.; McAuliffe D.; Lakshmanan B.M.; Srivastava S.; Quain A.M.; Sebold A.J.; Lin D.D.M.; Kossoff E.H.; Caffo B.; Comi A.M.; Ewen J.B.","Gill, Ryan E. (57204598364); Tang, Bohao (57221339990); Smegal, Lindsay (57220861410); Adamek, Jack H. (57212586680); McAuliffe, Danielle (57110108700); Lakshmanan, Balaji M. (14619169100); Srivastava, Siddharth (36601460000); Quain, Angela M. (49861933800); Sebold, Alison J. (57217870386); Lin, Doris D.M. (7403692670); Kossoff, Eric H. (7003881941); Caffo, Brian (35069047000); Comi, Anne M. (6602628848); Ewen, Joshua B. (14007607000)","57204598364; 57221339990; 57220861410; 57212586680; 57110108700; 14619169100; 36601460000; 49861933800; 57217870386; 7403692670; 7003881941; 35069047000; 6602628848; 14007607000","Quantitative EEG improves prediction of Sturge-Weber syndrome in infants with port-wine birthmark","2021","Clinical Neurophysiology","132","10","","2440","2446","6","10","10.1016/j.clinph.2021.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113410575&doi=10.1016%2fj.clinph.2021.06.030&partnerID=40&md5=92fa98b39999775d31273ed715fe75c8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85113410575"
"Wang Z.; Sair H.I.; Crainiceanu C.; Lindquist M.; Landman B.A.; Resnick S.; Vogelstein J.T.; Caffo B.","Wang, Zeyi (57202333724); Sair, Haris I. (14519858700); Crainiceanu, Ciprian (6603085071); Lindquist, Martin (7007030971); Landman, Bennett A. (16679175200); Resnick, Susan (7102831381); Vogelstein, Joshua T. (15761214600); Caffo, Brian (35069047000)","57202333724; 14519858700; 6603085071; 7007030971; 16679175200; 7102831381; 15761214600; 35069047000","On statistical tests of functional connectome fingerprinting","2021","Canadian Journal of Statistics","49","1","","63","88","25","5","10.1002/cjs.11591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101021135&doi=10.1002%2fcjs.11591&partnerID=40&md5=daa896965ca49c6f14d0dd45b0cac27e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85101021135"
"Barber A.D.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 35069047000; 7003771238; 7003584880","Decoupling of reaction time-related default mode network activity with cognitive demand","2017","Brain Imaging and Behavior","11","3","","666","676","10","8","10.1007/s11682-016-9543-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961773064&doi=10.1007%2fs11682-016-9543-4&partnerID=40&md5=bf9fba4cedcaed7c9b09a5caa4dd1357","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84961773064"
"Mejia A.F.; Nebel M.B.; Eloyan A.; Caffo B.; Lindquist M.A.","Mejia, Amanda F. (56215449300); Nebel, Mary Beth (34873055300); Eloyan, Ani (38661178300); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","56215449300; 34873055300; 38661178300; 35069047000; 7007030971","PCA leverage: Outlier detection for high-dimensional functional magnetic resonance imaging data","2017","Biostatistics","18","3","","521","536","15","22","10.1093/biostatistics/kxw050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033403510&doi=10.1093%2fbiostatistics%2fkxw050&partnerID=40&md5=bafab2bf8e462d90407c76df2cb8a2d8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85033403510"
"Al-Khouja A.; Shieh E.; Fuchs E.J.; Marzinke M.A.; Bakshi R.P.; Hummert P.; Ham A.S.; Buckheit K.W.; Breakey J.; Weld E.D.; Chen H.; Caffo B.S.; Buckheit R.W.; Hendrix C.W.","Al-Khouja, Amer (56303437500); Shieh, Eugenie (57053064400); Fuchs, Edward J. (55487055800); Marzinke, Mark A. (25823249700); Bakshi, Rahul P. (7101714682); Hummert, Pamela (57200579934); Ham, Anthony S. (56691395200); Buckheit, Karen W. (35182411700); Breakey, Jennifer (56955395000); Weld, Ethel D. (35723219900); Chen, Huan (57219524107); Caffo, Brian S. (35069047000); Buckheit, Robert W. (35426920600); Hendrix, Craig W. (57226252489)","56303437500; 57053064400; 55487055800; 25823249700; 7101714682; 57200579934; 56691395200; 35182411700; 56955395000; 35723219900; 57219524107; 35069047000; 35426920600; 57226252489","Examining the Safety, Pharmacokinetics, and Pharmacodynamics of a Rectally Administered IQP-0528 Gel for HIV Pre-Exposure Prophylaxis: A First-In-Human Study","2021","AIDS Research and Human Retroviruses","37","6","","444","452","8","7","10.1089/aid.2020.0188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107524025&doi=10.1089%2faid.2020.0188&partnerID=40&md5=1b63b4e9eb4ca97ed42e1da8d4cdcf0a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85107524025"
"Jha A.K.; Mena E.; Caffo B.; Ashrafinia S.; Rahmim A.; Frey E.; Subramaniam R.M.","Jha, Abhinav K. (36238167200); Mena, Esther (36671551800); Caffo, Brian (35069047000); Ashrafinia, Saeed (57193507571); Rahmim, Arman (59047596100); Frey, Eric (7103012762); Subramaniam, Rathan M. (13905192400)","36238167200; 36671551800; 35069047000; 57193507571; 59047596100; 7103012762; 13905192400","Practical no-gold-standard evaluation framework for quantitative imaging methods: Application to lesion segmentation in positron emission tomography","2017","Journal of Medical Imaging","4","1","011011","","","","18","10.1117/1.JMI.4.1.011011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014453387&doi=10.1117%2f1.JMI.4.1.011011&partnerID=40&md5=7b7eabafc40ef01b35ec033a6f6e6ccb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85014453387"
"Powell M.; Koenecke A.; Byrd J.B.; Nishimura A.; Konig M.F.; Xiong R.; Mahmood S.; Mucaj V.; Bettegowda C.; Rose L.; Tamang S.; Sacarny A.; Caffo B.; Athey S.; Stuart E.A.; Vogelstein J.T.","Powell, Michael (55544837400); Koenecke, Allison (57189976945); Byrd, James Brian (15051688900); Nishimura, Akihiko (57215861537); Konig, Maximilian F. (56174030900); Xiong, Ruoxuan (57203393594); Mahmood, Sadiqa (59436370100); Mucaj, Vera (57226664167); Bettegowda, Chetan (6505849268); Rose, Liam (57217525837); Tamang, Suzanne (8919124500); Sacarny, Adam (57163730600); Caffo, Brian (35069047000); Athey, Susan (6603691303); Stuart, Elizabeth A. (35410446500); Vogelstein, Joshua T. (15761214600)","55544837400; 57189976945; 15051688900; 57215861537; 56174030900; 57203393594; 59436370100; 57226664167; 6505849268; 57217525837; 8919124500; 57163730600; 35069047000; 6603691303; 35410446500; 15761214600","Ten Rules for Conducting Retrospective Pharmacoepidemiological Analyses: Example COVID-19 Study","2021","Frontiers in Pharmacology","12","","700776","","","","3","10.3389/fphar.2021.700776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112063684&doi=10.3389%2ffphar.2021.700776&partnerID=40&md5=a910b94586ecf3db9cd943e7f77fa7cb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85112063684"
"Shafer A.T.; Beason-Held L.; An Y.; Williams O.A.; Huo Y.; Landman B.A.; Caffo B.S.; Resnick S.M.","Shafer, Andrea T. (54080377200); Beason-Held, Lori. (6602362913); An, Yang (15756851300); Williams, Owen A. (57206434731); Huo, Yuankai (56830058500); Landman, Bennett A. (16679175200); Caffo, Brian S. (35069047000); Resnick, Susan M. (7102831381)","54080377200; 6602362913; 15756851300; 57206434731; 56830058500; 16679175200; 35069047000; 7102831381","Default mode network connectivity and cognition in the aging brain: the effects of age, sex, and APOE genotype.","2021","Neurobiology of Aging","104","","","10","23","13","10","10.1016/j.neurobiolaging.2021.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105070369&doi=10.1016%2fj.neurobiolaging.2021.03.013&partnerID=40&md5=099a9901289a99601eef27bc52985f94","Article","Final","","Scopus","2-s2.0-85105070369"
